Date;Description;Distance (km);Time;Time (seconds);Speed (km/h);Best 250m (km/h);Best 500m (km/h);Best 1000m (km/h);Best 5km (km/h);Best 10km (km/h);Best 20km (km/h);Best 50km (km/h);Best 100km (km/h);Best 30 min (km/h);Best 1 h (km/h);Best 2 h (km/h);Best 3 h (km/h);Best 4 h (km/h);Best 5 h (km/h);Max gradient for 250 m (%);Max gradient for 500 m (%);Max gradient for 1000 m (%);Max gradient for 5 km (%);Max gradient for 10 km (%);Max gradient for 20 km (%)
mer. 03 juin 2020 - 12:20;Sortie à vélo le midi;8,36;20m 41s;1241;24,26;42,86;39,13;32,73;26,63;;;;;;;;;;;1,72;1,32;0,95;0,09;;
lun. 01 juin 2020 - 10:34;Sortie pour dérouiller Eddy;29,79;01h 48m 13s;6493;16,52;39,13;36,00;29,51;24,97;22,36;15,29;;;21,27;15,85;;;;;7,68;5,32;3,03;0,63;0,34;0,11
ven. 29 mai 2020 - 12:34;Thorigné-Fouillard - Dinard;98,91;04h 26m 24s;15984;22,28;40,91;39,13;34,95;30,56;27,89;26,63;25,99;;27,22;26,22;26,07;25,33;22,42;;6,48;5,34;3,39;1,26;0,78;0,37
ven. 29 mai 2020 - 12:02;Sortie à vélo le midi;0,78;02m 39s;159;17,74;23,08;19,15;;;;;;;;;;;;;0,56;;;;;
ven. 29 mai 2020 - 11:23;Sortie à vélo le midi;1,93;07m 19s;439;15,83;23,68;22,78;16,29;;;;;;;;;;;;2,52;0,74;0,60;;;
mer. 27 mai 2020 - 18:11;Balade aux étangs des Mafrais avec Ève;17,25;01h 28m 04s;5284;11,75;33,33;26,09;23,38;16,30;11,68;;;;13,60;12,29;;;;;4,16;3,22;2,54;0,29;0,14;
mer. 27 mai 2020 - 15:41;Sortie à vélo l'après-midi;0,92;03m 05s;185;17,89;26,47;22,50;;;;;;;;;;;;;1,92;0,64;;;;
mer. 27 mai 2020 - 14:54;Sortie à vélo l'après-midi;0,92;03m 20s;200;16,50;24,32;22,22;;;;;;;;;;;;;2,48;0,56;;;;
mer. 27 mai 2020 - 13:49;Sortie à vélo l'après-midi;8,10;25m 21s;1521;19,18;27,27;26,87;25,53;20,83;;;;;;;;;;;5,52;3,66;2,78;0,78;;
mer. 27 mai 2020 - 12:06;Pique niques avec les PJ;8,41;18m 06s;1086;27,87;42,86;40,00;34,29;30,05;;;;;;;;;;;2,04;1,48;1,09;0,12;;
mer. 27 mai 2020 - 08:21;Sortie à vélo matinale;1,12;06m 48s;408;9,92;22,50;14,88;10,23;;;;;;;;;;;;2,40;1,84;0,34;;;
mar. 26 mai 2020 - 14:53;Sortie à vélo l'après-midi;41,25;02h 20m 17s;8417;17,64;40,91;39,13;38,30;29,51;23,15;18,61;;;22,55;19,06;16,95;;;;8,92;4,62;3,32;0,83;0,52;0,28
sam. 23 mai 2020 - 17:49;Sortie à vélo l'après-midi;4,49;29m 21s;1761;9,18;29,03;27,69;26,09;;;;;;;;;;;;4,64;3,72;2,38;;;
ven. 22 mai 2020 - 17:20;Sortie avec JP - après crevaison;12,34;01h 05m 09s;3909;11,36;47,37;42,86;27,48;14,43;12,68;;;;12,92;12,05;;;;;12,28;9,04;7,02;1,19;0,52;
ven. 22 mai 2020 - 15:14;Sortie avec JP - 1ère partie avant crevaison;20,62;01h 48m 00s;6480;11,45;50,00;43,90;27,91;17,36;15,27;11,74;;;16,13;12,81;;;;;10,60;8,24;4,92;1,29;0,72;0,01
jeu. 21 mai 2020 - 20:59;Sortie à vélo le soir;1,38;06m 25s;385;12,90;21,95;14,52;13,28;;;;;;;;;;;;1,72;0,66;;;;
jeu. 21 mai 2020 - 18:51;Sortie à vélo le soir;9,72;22m 30s;1350;25,93;40,91;39,13;35,29;28,04;;;;;;;;;;;3,68;2,68;1,75;0,21;;
mer. 20 mai 2020 - 15:10;Sortie à vélo l'après-midi;1,50;32m 50s;1970;2,74;17,31;13,43;2,03;;;;;;2,13;;;;;;1,68;0,72;0,49;;;
mer. 20 mai 2020 - 13:42;Sortie à vélo l'après-midi;8,34;22m 21s;1341;22,38;32,14;31,03;30,77;25,42;;;;;;;;;;;5,44;3,66;2,80;0,86;;
mer. 20 mai 2020 - 12:12;Sortie à vélo le midi;8,37;20m 02s;1202;25,06;39,13;35,29;30,77;27,36;;;;;;;;;;;2,04;1,48;1,09;0,12;;
mar. 19 mai 2020 - 18:32;Sortie à vélo le soir;9,62;43m 38s;2618;13,23;34,62;32,14;30,51;14,11;;;;;11,69;;;;;;5,88;2,96;1,59;0,46;;
lun. 18 mai 2020 - 17:50;Balade avec Chrystèle;14,35;59m 16s;3556;14,53;37,50;29,51;24,49;17,75;15,23;;;;15,73;;;;;;6,64;4,30;3,31;0,88;0,28;
lun. 18 mai 2020 - 16:58;Sortie à vélo l'après-midi;1,66;24m 42s;1482;4,03;19,57;16,82;2,96;;;;;;;;;;;;1,72;0,78;0,29;;;
lun. 18 mai 2020 - 10:31;Sortie à vélo matinale;0,73;03m 19s;199;13,18;15,52;14,88;;;;;;;;;;;;;1,76;0,84;;;;
dim. 17 mai 2020 - 10:33;Sortie à vélo matinale;19,91;01h 15m 51s;4551;15,75;36,00;35,29;33,03;24,86;17,68;;;;18,66;15,93;;;;;6,84;3,98;3,41;0,68;0,50;
sam. 16 mai 2020 - 17:40;Sortie à vélo l'après-midi;9,44;39m 30s;2370;14,34;33,33;31,03;26,09;19,87;;;;;13,75;;;;;;6,00;4,48;2,21;0,54;;
sam. 16 mai 2020 - 16:48;Sortie à vélo l'après-midi;7,73;26m 09s;1569;17,75;34,62;31,58;26,67;24,32;;;;;;;;;;;3,16;2,38;1,33;;;
ven. 15 mai 2020 - 17:36;Sortie à vélo l'après-midi;18,96;01h 24m 17s;5057;13,50;42,86;39,13;34,29;24,56;15,69;;;;16,65;13,77;;;;;7,92;4,18;3,20;0,66;0,31;
jeu. 14 mai 2020 - 18:14;Balade avec Chrystèle;10,28;44m 36s;2676;13,83;40,91;38,30;27,07;15,67;14,10;;;;14,93;;;;;;5,28;3,38;1,94;0,37;;
mer. 13 mai 2020 - 18:36;Balade avec Chrystele;8,74;34m 56s;2096;15,00;37,50;31,58;23,38;17,00;;;;;15,49;;;;;;3,44;2,58;2,18;;;
mar. 12 mai 2020 - 13:46;Sortie à vélo l'après-midi;8,40;24m 41s;1481;20,41;30,00;29,03;27,69;22,22;;;;;;;;;;;5,12;3,54;2,76;0,88;;
mar. 12 mai 2020 - 12:09;Pique-nique avec les old pjs;9,10;20m 31s;1231;26,60;47,37;43,90;37,50;28,26;;;;;;;;;;;3,60;2,54;1,53;0,13;;
lun. 11 mai 2020 - 18:01;Balade avec Chrystèle;16,67;58m 08s;3488;17,21;45,00;40,91;32,73;22,42;19,97;;;;19,98;;;;;;4,28;3,48;1,86;0,60;0,37;
dim. 10 mai 2020 - 15:56;Balade avec Chrystèle;13,79;55m 34s;3334;14,89;47,37;42,86;33,33;16,62;14,96;;;;15,28;;;;;;5,32;3,96;2,07;0,57;0,26;
sam. 25 avril 2020 - 18:23;Sortie à vélo le soir;16,14;56m 28s;3388;17,15;52,94;47,37;34,29;23,56;18,91;;;;19,15;;;;;;5,92;4,36;2,81;0,66;0,07;
lun. 16 mars 2020 - 18:05;Sortie à vélo le soir;10,54;01h 01m 07s;3667;10,35;33,33;30,51;29,75;11,28;10,26;;;;10,63;10,40;;;;;2,40;1,42;1,34;0,33;0,00;
dim. 15 mars 2020 - 09:37;Sortie à vélo matinale;2,00;22m 17s;1337;5,38;15,52;12,95;5,89;;;;;;;;;;;;1,84;0,78;0,65;;;
jeu. 12 mars 2020 - 17:53;Retour boulot;5,73;22m 29s;1349;15,28;33,33;32,14;31,03;23,56;;;;;;;;;;;2,68;2,02;1,29;0,31;;
jeu. 12 mars 2020 - 07:29;Allez boulot;5,16;16m 37s;997;18,64;26,47;25,00;22,64;19,63;;;;;;;;;;;2,48;1,58;0,90;;;
mer. 11 mars 2020 - 18:35;Retour boulot;5,08;12m 21s;741;24,70;45,00;43,90;39,56;25,53;;;;;;;;;;;2,64;2,02;1,30;0,31;;
mer. 11 mars 2020 - 14:01;Sortie à vélo l'après-midi;1,26;04m 15s;255;17,76;29,03;25,71;22,09;;;;;;;;;;;;2,60;1,30;0,13;;;
mer. 11 mars 2020 - 12:09;Sortie à vélo le midi;1,31;03m 48s;228;20,66;34,62;32,14;25,35;;;;;;;;;;;;2,64;2,02;0,67;;;
mer. 11 mars 2020 - 07:27;Allez boulot;5,14;17m 39s;1059;17,48;24,32;22,50;20,45;18,13;;;;;;;;;;;2,60;1,58;0,91;;;
mar. 10 mars 2020 - 18:34;Retour boulot;5,15;14m 08s;848;21,88;37,50;36,73;34,95;22,64;;;;;;;;;;;2,52;1,90;1,30;0,30;;
mar. 10 mars 2020 - 07:33;Allez boulot;5,14;15m 32s;932;19,87;29,03;26,87;25,53;21,13;;;;;;;;;;;2,40;1,58;0,90;;;
lun. 09 mars 2020 - 18:52;Retour boulot;5,13;14m 36s;876;21,09;36,00;32,14;30,00;21,98;;;;;;;;;;;2,68;2,04;1,27;0,30;;
lun. 09 mars 2020 - 07:31;Allez boulot;5,15;16m 03s;963;19,27;27,27;27,27;25,00;20,52;;;;;;;;;;;2,72;1,56;0,91;;;
mar. 03 mars 2020 - 18:08;Retour boulot;5,17;18m 59s;1139;16,35;34,62;26,87;23,23;16,82;;;;;;;;;;;2,92;1,84;1,29;0,29;;
mar. 03 mars 2020 - 07:32;Allez boulot;5,15;17m 08s;1028;18,02;27,27;25,35;23,53;19,72;;;;;;;;;;;2,52;1,56;0,91;;;
lun. 02 mars 2020 - 18:30;Retour boulot;5,14;12m 53s;773;23,92;34,62;32,73;31,86;24,86;;;;;;;;;;;2,60;2,02;1,29;0,31;;
lun. 02 mars 2020 - 13:41;Sortie à vélo l'après-midi;3,66;13m 01s;781;16,88;27,27;23,38;20,34;;;;;;;;;;;;6,44;4,56;3,32;;;
lun. 02 mars 2020 - 12:08;Sortie à vélo le midi;3,62;10m 28s;628;20,78;36,00;27,69;23,08;;;;;;;;;;;;3,36;1,78;0,86;;;
lun. 02 mars 2020 - 07:34;Allez boulot;5,12;15m 38s;938;19,65;25,71;25,00;23,53;20,69;;;;;;;;;;;2,48;1,58;0,90;;;
jeu. 27 février 2020 - 14:02;Sortie à vélo l'après-midi;7,30;23m 45s;1425;18,45;27,27;26,09;25,17;20,57;;;;;;;;;;;2,76;2,26;1,58;0,42;;
jeu. 27 février 2020 - 12:09;Sortie à vélo le midi;2,17;06m 43s;403;19,41;37,50;31,58;26,09;;;;;;;;;;;;3,88;1,32;0,87;;;
jeu. 27 février 2020 - 07:59;Aller boulot;5,15;16m 38s;998;18,57;29,03;26,87;24,16;19,35;;;;;;;;;;;2,68;1,58;0,90;;;
mer. 26 février 2020 - 21:56;Sortie à vélo nocturne;10,58;28m 49s;1729;22,02;32,14;30,51;28,57;23,35;22,73;;;;;;;;;;5,00;3,64;3,26;0,90;0,48;
mer. 26 février 2020 - 19:15;Sortie à vélo le soir;1,62;04m 51s;291;20,09;33,33;28,57;22,64;;;;;;;;;;;;2,32;1,30;;;;
mer. 26 février 2020 - 18:48;Sortie à vélo le soir;3,56;11m 05s;665;19,28;36,00;30,51;25,53;;;;;;;;;;;;3,88;2,28;0,84;;;
mer. 26 février 2020 - 07:56;Allez boulot;5,12;14m 50s;890;20,69;29,03;26,87;25,00;21,45;;;;;;;;;;;2,60;1,58;0,91;;;
mar. 25 février 2020 - 18:02;Retour boulot;5,15;13m 49s;829;22,37;36,00;33,96;30,77;23,29;;;;;;;;;;;2,64;2,02;1,31;0,31;;
mar. 25 février 2020 - 07:53;Retour boulot;5,10;16m 24s;984;18,66;27,27;25,71;23,53;19,27;;;;;;;;;;;2,48;1,58;0,91;;;
lun. 24 février 2020 - 18:19;Retour boulot;5,12;13m 41s;821;22,47;45,00;40,91;36,36;23,47;;;;;;;;;;;2,64;2,02;1,26;0,27;;
lun. 24 février 2020 - 07:46;Allez boulot;5,13;16m 56s;1016;18,17;26,47;25,00;22,50;19,17;;;;;;;;;;;2,64;1,56;0,90;;;
jeu. 20 février 2020 - 17:26;Retour boulot;5,58;18m 44s;1124;17,86;28,13;27,27;26,67;19,31;;;;;;;;;;;2,64;2,02;1,28;0,30;;
lun. 17 février 2020 - 18:38;Retour boulot;5,53;16m 16s;976;20,40;33,33;33,33;32,43;21,87;;;;;;;;;;;2,68;2,04;1,26;0,30;;
lun. 17 février 2020 - 08:10;Allez boulot;5,34;16m 10s;970;19,83;27,27;25,00;23,68;20,93;;;;;;;;;;;2,64;1,58;0,90;;;
ven. 14 février 2020 - 18:37;Retour boulot;5,51;17m 54s;1074;18,48;34,62;33,33;32,73;19,63;;;;;;;;;;;2,28;1,92;1,86;0,51;;
ven. 14 février 2020 - 07:32;Allez boulot;5,51;16m 26s;986;20,10;27,27;26,09;24,16;21,15;;;;;;;;;;;2,60;1,58;0,91;;;
mer. 12 février 2020 - 18:40;Retour boulot;5,45;14m 53s;893;21,96;34,62;33,33;31,30;23,38;;;;;;;;;;;2,60;2,00;1,26;0,28;;
mer. 12 février 2020 - 07:49;Allez boulot;5,30;15m 42s;942;20,24;33,33;30,00;29,51;21,25;;;;;;;;;;;2,60;1,60;0,90;;;
mar. 11 février 2020 - 18:32;Retour boulot;5,47;15m 21s;921;21,38;32,14;31,03;30,51;23,23;;;;;;;;;;;2,68;2,04;1,27;0,29;;
mar. 11 février 2020 - 08:12;Allez boulot;5,30;15m 35s;935;20,40;29,03;28,57;25,90;21,79;;;;;;;;;;;2,60;1,56;0,91;;;
lun. 10 février 2020 - 18:32;Retour boulot;5,49;14m 26s;866;22,81;39,13;37,50;35,64;24,03;;;;;;;;;;;2,68;2,04;1,30;0,31;;
lun. 10 février 2020 - 13:43;Sortie à vélo l'après-midi;1,48;05m 08s;308;17,30;26,47;24,66;20,69;;;;;;;;;;;;2,36;1,40;0,56;;;
lun. 10 février 2020 - 08:36;Allez boulot;5,33;16m 31s;991;19,37;29,03;28,13;24,49;20,32;;;;;;;;;;;2,60;1,58;0,91;;;
ven. 07 février 2020 - 17:58;Retour boulot;5,51;14m 33s;873;22,72;33,33;31,58;31,03;24,13;;;;;;;;;;;2,64;2,02;1,28;0,31;;
ven. 07 février 2020 - 08:23;Allez boulot;5,45;15m 32s;932;21,05;34,62;31,58;30,00;24,46;;;;;;;;;;;2,64;1,58;0,91;;;
jeu. 06 février 2020 - 18:14;Retour boulot;5,51;15m 19s;919;21,59;32,14;29,03;27,48;22,64;;;;;;;;;;;2,64;2,00;1,30;0,31;;
jeu. 06 février 2020 - 07:30;Allez au boulot;5,50;16m 19s;979;20,22;31,03;29,51;28,35;21,38;;;;;;;;;;;2,68;1,56;0,91;;;
mar. 04 février 2020 - 17:54;Retour boulot;5,53;15m 45s;945;21,06;32,14;30,51;29,03;22,42;;;;;;;;;;;2,60;2,00;1,29;0,30;;
mar. 04 février 2020 - 07:30;Allez boulot;5,53;18m 34s;1114;17,86;25,71;24,00;22,09;18,73;;;;;;;;;;;2,60;1,58;0,91;;;
ven. 31 janvier 2020 - 18:11;Retour boulot;5,50;13m 20s;800;24,73;39,13;37,50;34,95;26,28;;;;;;;;;;;2,64;2,02;1,31;0,31;;
ven. 31 janvier 2020 - 07:29;Allez boulot;5,60;20m 10s;1210;16,66;28,13;25,00;24,66;19,50;;;;;;;;;;;3,32;1,56;0,91;;;
mer. 29 janvier 2020 - 18:22;Retour boulot;5,51;15m 01s;901;22,02;36,00;34,62;31,30;23,41;;;;;;;;;;;2,60;2,02;1,28;0,31;;
mer. 29 janvier 2020 - 13:56;Sortie à vélo l'après-midi;7,95;23m 40s;1420;20,16;30,00;27,69;25,35;21,56;;;;;;;;;;;4,72;2,70;1,93;0,80;;
mer. 29 janvier 2020 - 12:01;Sortie à vélo le midi;8,40;24m 42s;1482;20,39;29,03;28,13;27,27;21,79;;;;;;;;;;;3,88;2,80;1,49;0,16;;
mer. 29 janvier 2020 - 08:19;Allez boulot;5,31;15m 37s;937;20,39;30,00;28,57;25,53;21,53;;;;;;;;;;;2,68;1,56;0,90;;;
mar. 28 janvier 2020 - 17:34;Retour boulot;4,61;11m 48s;708;23,43;37,50;35,29;33,64;;;;;;;;;;;;2,64;2,06;1,27;;;
mar. 28 janvier 2020 - 09:40;Allez boulot;5,25;17m 10s;1030;18,37;27,27;25,35;21,95;19,65;;;;;;;;;;;2,60;1,58;0,90;;;
lun. 27 janvier 2020 - 18:27;Retour boulot;5,65;17m 15s;1035;19,66;40,91;36,73;33,33;20,91;;;;;;;;;;;2,36;1,86;1,32;0,30;;
lun. 27 janvier 2020 - 07:31;Allez boulot;5,54;17m 16s;1036;19,26;27,27;25,00;23,08;20,20;;;;;;;;;;;2,56;1,58;0,91;;;
ven. 24 janvier 2020 - 17:56;Retour boulot;5,52;15m 46s;946;21,00;32,14;30,51;28,57;22,00;;;;;;;;;;;2,64;2,02;1,28;0,31;;
ven. 24 janvier 2020 - 07:32;Allez boulot;5,53;17m 15s;1035;19,22;26,47;25,00;23,84;19,91;;;;;;;;;;;2,56;1,58;0,90;;;
jeu. 23 janvier 2020 - 18:24;Retour boulot;5,52;17m 18s;1038;19,13;30,00;30,00;28,35;20,98;;;;;;;;;;;2,64;2,00;1,28;0,31;;
jeu. 23 janvier 2020 - 14:05;Sortie à vélo l'après-midi;5,48;16m 50s;1010;19,55;28,13;26,09;25,00;20,16;;;;;;;;;;;4,76;2,86;1,82;0,48;;
jeu. 23 janvier 2020 - 12:14;Sortie à vélo le midi;5,46;15m 15s;915;21,49;34,62;32,73;27,91;22,99;;;;;;;;;;;3,12;2,62;1,68;;;
jeu. 23 janvier 2020 - 08:21;Allez boulot;5,30;14m 47s;887;21,51;31,03;30,00;27,48;23,05;;;;;;;;;;;2,48;1,56;0,90;;;
mer. 22 janvier 2020 - 18:17;Retour boulot;5,50;16m 02s;962;20,57;31,03;30,51;29,51;21,74;;;;;;;;;;;2,60;1,98;1,28;0,31;;
mer. 22 janvier 2020 - 07:32;Allez boulot;5,75;16m 42s;1002;20,64;29,03;27,27;25,17;21,95;;;;;;;;;;;2,28;1,58;0,91;;;
mar. 21 janvier 2020 - 18:27;Retour boulot;5,98;20m 47s;1247;17,27;30,00;27,69;23,68;18,27;;;;;;;;;;;2,60;2,00;1,18;0,41;;
mar. 21 janvier 2020 - 08:18;Allez boulot;5,56;17m 42s;1062;18,85;30,00;28,57;26,09;19,59;;;;;;;;;;;2,40;1,56;0,90;;;
lun. 20 janvier 2020 - 17:55;Retour boulot;5,74;20m 15s;1215;17,00;31,03;28,57;25,90;17,87;;;;;;;;;;;2,96;1,80;1,33;0,29;;
lun. 20 janvier 2020 - 07:53;Allez boulot;5,50;14m 02s;842;23,52;36,00;34,62;32,43;25,53;;;;;;;;;;;2,36;1,58;0,90;;;
ven. 17 janvier 2020 - 18:50;Retour boulot;5,71;15m 16s;916;22,42;33,33;31,58;30,51;24,42;;;;;;;;;;;2,64;2,02;1,22;0,30;;
ven. 17 janvier 2020 - 08:14;Allez boulot;8,89;38m 32s;2312;13,84;42,86;32,14;29,03;24,26;;;;;12,90;;;;;;6,00;4,50;3,20;0,28;;
jeu. 16 janvier 2020 - 18:22;Retour boulot;5,76;15m 02s;902;22,98;32,14;31,58;31,03;25,00;;;;;;;;;;;2,64;2,02;1,19;0,29;;
jeu. 16 janvier 2020 - 08:08;Allez boulot;5,54;14m 35s;875;22,78;32,14;31,58;28,80;23,94;;;;;;;;;;;2,32;1,58;0,90;;;
mer. 15 janvier 2020 - 18:16;Retour boulot;5,72;15m 06s;906;22,73;32,14;30,51;30,00;24,29;;;;;;;;;;;2,68;2,04;1,23;0,30;;
mer. 15 janvier 2020 - 07:47;Allez boulot;5,55;15m 36s;936;21,33;30,00;25,00;23,84;22,19;;;;;;;;;;;2,52;1,56;0,90;;;
mar. 14 janvier 2020 - 18:03;Retour boulot;6,08;19m 29s;1169;18,73;31,03;29,51;27,27;19,78;;;;;;;;;;;2,60;2,00;1,22;0,37;;
mar. 14 janvier 2020 - 07:54;Allez boulot;5,58;20m 53s;1253;16,02;23,08;21,43;18,65;16,67;;;;;;;;;;;2,20;1,58;0,89;;;
ven. 10 janvier 2020 - 18:24;Retour boulot;5,74;15m 40s;940;22,00;34,62;33,33;32,73;24,29;;;;;;;;;;;2,60;2,00;1,20;0,29;;
ven. 10 janvier 2020 - 07:53;Allez boulot;5,65;19m 04s;1144;17,78;28,13;26,47;23,84;18,60;;;;;;;;;;;2,40;1,58;0,90;;;
jeu. 09 janvier 2020 - 17:56;Retour boulot;5,72;13m 34s;814;25,32;37,50;35,29;32,73;27,23;;;;;;;;;;;2,56;1,98;1,22;0,30;;
jeu. 09 janvier 2020 - 07:38;Allez boulot;5,76;17m 36s;1056;19,64;28,13;26,09;23,84;20,69;;;;;;;;;;;2,36;1,58;0,90;;;
mer. 08 janvier 2020 - 17:55;Retour boulot;5,67;16m 07s;967;21,10;34,62;33,96;32,43;23,47;;;;;;;;;;;2,64;2,02;1,22;0,30;;
mer. 08 janvier 2020 - 08:19;Allez boulot;5,53;16m 10s;970;20,52;30,00;27,69;24,66;21,63;;;;;;;;;;;2,40;1,58;0,90;;;
lun. 06 janvier 2020 - 17:51;Retour boulot;5,74;16m 19s;979;21,11;37,50;33,96;32,73;23,68;;;;;;;;;;;2,68;2,04;1,18;0,29;;
lun. 06 janvier 2020 - 07:32;Allez boulot;5,78;17m 49s;1069;19,47;27,27;25,35;23,68;20,88;;;;;;;;;;;2,24;1,58;0,91;;;
ven. 03 janvier 2020 - 17:51;Retour boulot;5,74;15m 58s;958;21,56;30,00;28,13;27,69;22,99;;;;;;;;;;;2,60;1,98;1,20;0,29;;
ven. 03 janvier 2020 - 08:14;Allez boulot;5,52;17m 05s;1025;19,40;27,27;25,71;23,08;20,71;;;;;;;;;;;2,44;1,58;0,90;;;
jeu. 02 janvier 2020 - 17:28;Retour boulot;5,67;12m 45s;765;26,67;37,50;36,73;34,62;28,80;;;;;;;;;;;2,64;2,00;1,20;0,29;;
jeu. 02 janvier 2020 - 08:00;Allez boulot;5,54;14m 40s;880;22,65;36,00;33,33;29,51;24,39;;;;;;;;;;;2,52;1,58;0,90;;;
sam. 28 décembre 2019 - 11:02;Balade avec Ève pour se faire payer un coup chez Benoit;22,68;01h 27m 15s;5235;15,60;45,00;43,90;37,50;18,35;17,19;15,61;;;17,43;15,66;;;;;6,40;3,94;1,81;0,65;0,20;0,08
dim. 22 décembre 2019 - 09:50;Sortie à vélo matinale;36,61;02h 54m 46s;10486;12,57;45,00;41,86;36,00;23,32;18,27;13,31;;;18,71;16,07;14,03;;;;13,28;7,16;3,87;1,09;0,56;0,26
mer. 18 décembre 2019 - 18:08;Retour boulot;5,65;14m 52s;892;22,79;33,33;31,58;31,03;24,29;;;;;;;;;;;2,72;2,04;1,21;0,30;;
mer. 18 décembre 2019 - 07:58;Allez boulot;5,48;17m 41s;1061;18,60;28,13;26,09;24,66;20,07;;;;;;;;;;;2,44;1,58;0,91;;;
mar. 17 décembre 2019 - 17:52;Retour boulot;5,70;16m 39s;999;20,53;33,33;32,14;31,58;24,26;;;;;;;;;;;2,64;2,00;1,21;0,30;;
mar. 17 décembre 2019 - 07:58;Allez boulot;5,45;17m 41s;1061;18,48;28,13;26,09;24,66;19,98;;;;;;;;;;;2,44;1,58;0,91;;;
mer. 11 décembre 2019 - 18:08;Retour boulot;5,63;20m 01s;1201;16,87;32,14;29,51;28,13;18,85;;;;;;;;;;;2,96;1,84;1,28;0,28;;
mer. 11 décembre 2019 - 07:33;Allez boulot;5,67;17m 38s;1058;19,29;31,03;29,03;28,35;22,14;;;;;;;;;;;2,48;1,58;0,91;;;
mar. 10 décembre 2019 - 18:25;Retour boulot;5,42;15m 23s;923;21,14;37,50;34,62;33,03;25,39;;;;;;;;;;;2,72;2,06;1,21;0,30;;
mar. 10 décembre 2019 - 07:32;Allez boulot;5,70;16m 46s;1006;20,38;29,03;27,69;26,67;22,39;;;;;;;;;;;2,32;1,58;0,90;;;
dim. 08 décembre 2019 - 10:35;Sortie David Vincent;19,22;01h 56m 06s;6966;9,93;37,50;35,29;33,96;26,51;11,68;;;;11,28;11,78;;;;;6,96;5,88;3,44;0,78;0,43;
jeu. 05 décembre 2019 - 18:28;Retour boulot;5,63;14m 43s;883;22,96;33,33;31,03;30,77;24,93;;;;;;;;;;;2,68;2,04;1,21;0,28;;
jeu. 05 décembre 2019 - 07:33;Allez boulot;5,69;17m 38s;1058;19,37;28,13;26,87;24,00;21,15;;;;;;;;;;;2,32;1,56;0,91;;;
mer. 04 décembre 2019 - 17:55;Retour boulot;5,66;18m 06s;1086;18,77;28,13;27,27;26,28;21,05;;;;;;;;;;;2,64;2,02;1,15;0,28;;
mer. 04 décembre 2019 - 07:32;Allez boulot;5,69;19m 42s;1182;17,33;28,13;26,09;24,32;17,98;;;;;;;;;;;2,40;1,58;0,90;;;
mar. 03 décembre 2019 - 18:21;Retour boulot;5,65;16m 29s;989;20,57;33,33;32,14;31,30;22,44;;;;;;;;;;;2,96;1,86;1,29;0,29;;
mar. 03 décembre 2019 - 07:44;Allez boulot;5,43;14m 13s;853;22,93;36,00;32,73;30,51;25,28;;;;;;;;;;;2,36;1,58;0,90;;;
lun. 02 décembre 2019 - 22:37;Retour boulot;3,96;10m 16s;616;23,11;32,14;30,51;29,03;;;;;;;;;;;;2,08;1,80;1,20;;;
lun. 02 décembre 2019 - 18:42;Retour boulot;1,83;13m 32s;812;8,13;29,03;24,00;21,56;;;;;;;;;;;;2,68;2,04;0,89;;;
lun. 02 décembre 2019 - 13:56;Retour boulot;1,57;04m 24s;264;21,42;36,00;32,73;29,03;;;;;;;;;;;;2,64;1,14;0,54;;;
lun. 02 décembre 2019 - 12:11;Retour boulot;1,71;05m 48s;348;17,68;29,03;27,69;22,09;;;;;;;;;;;;2,52;1,94;0,63;;;
lun. 02 décembre 2019 - 07:32;Allez boulot;5,68;16m 43s;1003;20,39;31,03;28,13;26,28;21,38;;;;;;;;;;;2,40;1,58;0,93;;;
dim. 01 décembre 2019 - 10:23;Sortie à vélo matinale;16,03;01h 03m 07s;3787;15,24;37,50;33,96;31,03;18,60;14,84;;;;16,63;15,14;;;;;3,48;3,14;2,75;0,96;0,14;
ven. 29 novembre 2019 - 17:31;Retour boulot;5,61;15m 46s;946;21,35;36,00;33,96;32,14;23,41;;;;;;;;;;;2,68;2,04;1,23;0,29;;
ven. 29 novembre 2019 - 13:47;Sortie à vélo dans l'après-midi;4,43;12m 39s;759;20,99;33,33;32,73;28,13;;;;;;;;;;;;4,56;3,04;1,76;;;
ven. 29 novembre 2019 - 12:05;Sortie à vélo du midi;4,43;17m 35s;1055;15,13;34,62;28,13;21,43;;;;;;;;;;;;4,68;3,54;2,26;;;
ven. 29 novembre 2019 - 07:40;Aller boulot;5,45;14m 11s;851;23,06;32,14;31,03;30,25;25,14;;;;;;;;;;;2,44;1,58;0,93;;;
dim. 24 novembre 2019 - 09:20;La ronde des phacochère (33 km);32,75;03h 15m 03s;11703;10,08;47,37;42,86;26,87;13,41;12,30;9,80;;;12,29;11,72;9,79;9,91;;;11,60;7,24;4,80;1,00;0,57;0,31
mer. 20 novembre 2019 - 18:10;Sortie à vélo le soir;1,25;04m 29s;269;16,69;25,00;22,78;19,35;;;;;;;;;;;;1,80;1,48;0,76;;;
mer. 20 novembre 2019 - 17:51;Sortie à vélo l'après-midi;2,40;07m 36s;456;18,98;31,03;28,57;22,64;;;;;;;;;;;;1,72;0,72;0,11;;;
mer. 20 novembre 2019 - 17:13;Sortie à vélo l'après-midi;5,83;32m 07s;1927;10,90;31,03;31,03;29,51;18,79;;;;;10,98;;;;;;2,64;2,02;1,25;0,35;;
